CREDITO;CREDITO_DURACAO;CREDITO_PROPOSITO;HISTORICO_CREDIBILIDADE;HISTORICO_CREDITOS;HISTORICO_MOVIMENTACAO_BANCARIA;HISTORICO_PAGAMENTOS_ANTERIORES;HISTORICO_POUPANCA;CLIENTE_SEXO_ESTADO_CIVIL;CLIENTE_FIADOR;CLIENTE_IDADE;CLIENTE_EMPREGO;CLIENTE_TEMPO_EMPREGO;CLIENTE_HABITACAO;CLIENTE_TEMPO_HABITACAO
7763;48;0;0;1;1;2;1;3;1;42;4;5;3;4
1264;15;0;0;1;2;1;2;4;1;25;3;3;1;2
2631;15;0;0;2;2;2;2;2;1;28;3;3;1;4
6560;48;0;0;1;2;2;2;3;1;24;3;4;2;2
3123;24;0;0;1;1;2;1;2;1;27;3;2;2;1
8065;36;6;0;2;1;4;1;2;1;25;4;3;2;2
2439;24;3;0;1;1;2;1;2;1;35;3;2;2;4
9034;36;2;0;1;2;2;2;3;2;29;4;2;1;1
14027;60;0;0;1;2;2;1;3;1;27;4;4;2;2
9629;36;1;0;2;1;4;1;3;1;24;3;4;2;4
1484;12;3;0;1;2;2;5;4;1;25;3;3;2;1
1131;18;2;0;1;1;2;1;2;1;33;3;1;2;2
2064;24;2;0;1;2;3;1;2;1;34;4;1;2;2
12976;18;1;0;1;2;2;1;2;1;38;4;1;3;4
2580;21;9;0;1;4;3;3;3;1;41;2;2;2;2
2570;27;0;0;1;4;2;1;2;1;21;3;3;1;3
3915;27;9;0;1;2;2;1;3;1;36;3;3;2;2
1309;10;0;0;1;4;2;5;3;3;27;2;3;2;4
4817;24;0;0;1;1;2;1;3;2;31;3;4;2;3
2579;12;0;0;1;1;2;1;3;1;33;2;2;2;1
2225;36;0;0;2;2;3;1;3;1;57;3;5;3;4
4153;18;2;0;1;1;2;1;3;2;42;3;3;2;3
3114;18;2;0;1;1;0;1;2;1;26;3;2;1;4
2124;18;2;0;2;1;4;1;2;1;24;3;3;1;4
1553;18;2;0;1;1;1;1;3;1;44;3;3;2;3
2406;30;2;0;1;1;2;1;2;1;23;3;4;1;4
1333;24;0;0;2;1;3;1;3;1;43;3;1;3;2
7119;48;2;0;2;1;0;1;3;1;53;3;3;3;4
4870;24;0;0;2;1;3;1;3;1;53;3;3;3;4
691;12;0;0;2;1;4;1;3;1;35;3;5;2;3
4370;42;3;0;2;1;3;1;3;1;26;3;4;2;2
2746;36;2;0;1;1;1;1;3;1;31;3;5;2;4
4110;24;2;0;2;1;0;1;3;1;23;3;5;1;4
2462;18;2;0;1;1;2;1;3;1;22;3;3;2;2
1282;12;2;0;1;1;2;1;2;1;20;3;3;1;4
2969;12;2;0;2;2;0;1;2;1;25;3;2;1;3
4605;48;1;0;2;1;0;1;3;1;24;3;5;3;4
6331;48;1;0;2;1;4;1;3;1;46;3;5;3;4
3552;24;2;0;1;1;1;1;3;1;27;3;4;2;4
697;12;0;0;2;1;1;1;3;1;46;3;2;2;2
1442;24;0;0;2;1;2;1;2;1;23;3;4;1;4
5293;27;9;0;2;1;0;1;3;1;50;3;1;2;4
3414;21;6;0;2;1;3;1;3;1;26;3;2;2;1
2039;18;2;0;1;1;2;1;2;1;20;3;3;1;4
3161;24;9;0;1;1;1;1;3;1;31;3;3;1;2
902;12;8;0;1;1;2;1;4;1;21;3;4;1;4
10297;48;1;0;3;1;2;1;3;1;39;3;4;3;4
14421;48;9;0;1;2;0;1;3;1;25;3;3;2;2
1056;18;0;0;2;2;4;1;3;3;30;3;5;2;3
1274;12;0;0;1;1;2;1;2;1;37;2;2;2;1
1223;12;0;0;2;2;2;1;1;1;46;3;5;1;1
1372;12;0;0;1;1;2;1;1;1;36;3;4;2;3
2625;16;0;0;1;1;4;1;3;3;43;3;5;1;4
2235;20;0;0;2;1;4;1;4;3;33;3;3;1;2
959;9;2;0;1;2;2;1;2;1;29;3;3;2;2
884;18;0;0;1;2;4;1;3;1;36;3;5;2;4
1246;24;0;0;1;2;2;1;3;1;23;2;2;2;2
8086;36;0;0;4;2;3;2;3;1;42;4;5;2;4
10127;48;0;0;1;4;4;3;3;1;44;3;3;3;2
888;12;0;0;1;2;2;1;3;1;41;2;5;2;4
719;12;6;0;1;4;2;1;3;1;41;2;5;2;4
12389;36;0;0;1;2;2;5;3;1;37;3;3;3;4
709;12;3;0;1;1;2;1;3;1;57;2;5;2;4
6850;15;0;0;1;2;1;2;3;1;34;4;1;2;2
2210;10;2;0;1;4;2;1;3;1;25;2;3;1;2
7485;30;1;0;1;4;1;5;2;1;53;4;1;2;1
1442;18;0;0;2;1;1;1;3;1;32;2;4;3;4
797;12;3;0;1;4;4;5;2;1;33;2;5;2;3
4746;45;3;0;2;2;4;1;3;1;24;2;2;2;2
939;12;0;0;3;3;4;3;4;1;28;3;4;2;2
1188;21;9;0;1;2;2;1;2;1;39;3;5;2;4
11590;48;1;0;2;4;4;2;2;1;24;2;3;1;4
609;12;9;0;1;3;1;1;2;1;26;1;2;2;1
1190;18;5;0;3;1;4;1;2;1;55;1;1;3;4
2767;21;9;0;2;2;2;2;1;1;61;2;5;1;2
3441;30;2;0;1;2;2;2;2;2;21;3;3;1;4
4280;30;9;0;2;2;0;2;2;1;26;2;3;1;4
3092;24;3;0;1;2;2;2;4;1;22;3;2;1;2
6761;18;0;0;2;4;2;5;3;1;68;3;3;1;4
1331;12;3;0;1;2;2;1;3;1;22;3;2;2;1
15945;54;9;0;1;2;0;1;3;1;58;3;2;1;4
3234;24;2;0;1;1;2;1;2;1;23;2;2;1;4
802;15;3;0;1;2;2;1;3;1;37;3;5;2;3
9960;48;2;0;1;2;2;1;2;1;26;3;2;2;2
8648;24;9;0;2;4;3;1;3;1;27;3;2;2;2
1345;18;3;0;1;1;2;1;4;1;26;3;3;2;3
1845;45;3;0;1;1;2;1;3;1;23;3;3;3;4
1647;21;0;0;2;1;1;5;3;1;40;2;3;2;2
4844;48;9;0;1;4;2;1;3;1;33;4;1;1;2
8318;27;9;0;2;2;0;1;2;1;42;4;5;3;4
2100;18;3;0;1;3;2;1;3;2;37;3;3;2;2
11816;45;9;0;2;1;0;1;3;1;29;3;5;1;4
448;6;6;0;1;1;2;1;2;1;23;3;2;2;4
11998;30;5;0;1;1;2;1;1;1;34;2;2;2;1
18424;48;10;0;1;2;0;1;2;1;32;4;3;2;2
14896;6;0;0;1;1;2;1;3;1;68;4;5;2;4
2762;12;2;0;1;2;2;5;2;1;25;3;5;2;2
3386;12;1;0;1;1;2;1;3;1;35;3;5;3;4
2039;24;3;0;1;2;2;1;4;1;22;3;2;2;1
2169;18;9;0;1;4;3;1;4;1;28;3;3;2;2
5096;48;2;0;1;2;4;1;2;1;30;4;3;2;3
1882;18;3;0;2;1;2;1;2;1;25;3;3;1;4
6999;48;3;0;2;1;2;1;4;3;34;3;4;2;1
2292;12;9;0;2;4;4;1;3;1;42;4;1;2;2
8978;14;0;0;1;1;2;1;1;1;45;4;5;2;4
674;12;3;0;1;1;2;2;4;1;20;3;4;2;1
976;18;0;0;1;1;2;1;2;1;23;2;2;2;2
2718;24;0;0;1;2;2;1;2;1;20;2;3;1;4
750;18;6;0;1;1;2;1;2;1;27;1;1;2;1
12579;24;1;0;1;2;2;1;2;1;44;4;5;3;2
7511;18;1;0;1;1;2;5;3;1;51;3;5;3;4
3966;18;0;0;3;1;4;1;2;1;33;3;5;1;4
6199;12;3;0;2;1;0;1;3;1;28;3;3;1;2
1987;24;3;0;1;1;2;1;3;1;21;2;3;1;4
2303;24;0;0;1;1;2;1;3;2;45;3;5;2;1
12680;21;0;0;1;4;4;5;3;1;30;4;5;3;4
6468;12;3;0;1;2;2;5;3;1;52;4;1;2;1
6350;30;2;0;1;1;2;5;3;1;31;3;5;2;4
